ts_iso,pps_actual,pps_forecast,current_replicas,desired_replicas,action,scale_executed
2026-04-12T19:50:00+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:50:09+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:50:18+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:50:27+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:50:36+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:50:45+00:00,387.96,387.96,1,1,hold,False
2026-04-12T19:50:54+00:00,804.64,804.64,1,1,hold,False
2026-04-12T19:51:03+00:00,1041.72,1041.72,1,1,hold,False
2026-04-12T19:51:12+00:00,1041.68,1041.68,1,1,hold,False
2026-04-12T19:51:21+00:00,1041.72,999.54,1,1,hold,False
2026-04-12T19:51:31+00:00,1041.6,1100.67,1,1,hold,False
2026-04-12T19:51:40+00:00,862.48,644.41,1,1,hold,False
2026-04-12T19:51:49+00:00,445.92,0,1,1,hold,False
2026-04-12T19:51:58+00:00,237.64,402.7,1,1,hold,False
2026-04-12T19:52:07+00:00,0.0,0,1,1,hold,False
2026-04-12T19:52:16+00:00,1179.6,1584.2,1,2,scale up,True
2026-04-12T19:52:25+00:00,2229.12,2245.15,2,2,hold,False
2026-04-12T19:52:34+00:00,3370.66,3546.67,2,3,hold,False
2026-04-12T19:52:44+00:00,3040.89,2749.84,2,2,hold,False
2026-04-12T19:52:54+00:00,4164.24,4749.15,2,4,scale up,True
2026-04-12T19:53:03+00:00,3580.72,3691.27,4,3,hold,False
2026-04-12T19:53:12+00:00,3522.3,2520.7,4,2,hold,False
2026-04-12T19:53:22+00:00,3128.1,3831.96,4,3,hold,False
2026-04-12T19:53:31+00:00,4167.08,4032.92,4,3,scale down,True
2026-04-12T19:53:40+00:00,4166.52,4462.32,3,3,hold,False
2026-04-12T19:53:49+00:00,4158.52,3865.22,3,3,hold,False
2026-04-12T19:53:58+00:00,4158.44,4314.97,3,3,hold,False
2026-04-12T19:54:07+00:00,4158.44,4180.88,3,3,hold,False
2026-04-12T19:54:16+00:00,2930.12,2096.52,3,2,scale down,True
2026-04-12T19:54:25+00:00,1356.14,716.46,2,1,hold,False
2026-04-12T19:54:34+00:00,0.0,0,2,1,hold,False
2026-04-12T19:54:43+00:00,0.0,17.82,2,1,hold,False
2026-04-12T19:54:52+00:00,0.0,304.96,2,1,scale down,True
2026-04-12T19:55:01+00:00,0.0,0,1,1,hold,False
2026-04-12T19:55:10+00:00,0.0,275.95,1,1,hold,False
2026-04-12T19:55:19+00:00,0.0,0,1,1,hold,False
2026-04-12T19:55:29+00:00,0.0,0,1,1,hold,False
2026-04-12T19:55:38+00:00,0.0,273.26,1,1,hold,False
2026-04-12T19:55:47+00:00,0.0,0,1,1,hold,False
2026-04-12T19:55:56+00:00,0.0,0,1,1,hold,False
2026-04-12T19:56:05+00:00,0.0,179.7,1,1,hold,False
2026-04-12T19:56:14+00:00,0.0,0,1,1,hold,False
2026-04-12T19:56:23+00:00,0.0,155.98,1,1,hold,False
2026-04-12T19:56:32+00:00,0.0,18.3,1,1,hold,False
