ts_iso,pps_actual,pps_forecast,current_replicas,desired_replicas,action,scale_executed
2026-04-12T20:28:34+00:00,0.04,0.04,1,1,hold,False
2026-04-12T20:28:39+00:00,0.04,0.04,1,1,hold,False
2026-04-12T20:28:44+00:00,0.04,0.04,1,1,hold,False
2026-04-12T20:28:49+00:00,0.04,0.04,1,1,hold,False
2026-04-12T20:28:54+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:28:59+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:29:04+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:29:09+00:00,26.72,26.72,1,1,hold,False
2026-04-12T20:29:14+00:00,235.0,235.0,1,1,hold,False
2026-04-12T20:29:19+00:00,443.36,443.36,1,1,hold,False
2026-04-12T20:29:24+00:00,651.68,1068.88,1,1,hold,False
2026-04-12T20:29:29+00:00,860.0,1198.74,1,1,hold,False
2026-04-12T20:29:34+00:00,1041.6,1323.22,1,1,hold,False
2026-04-12T20:29:39+00:00,1041.68,992.09,1,1,hold,False
2026-04-12T20:29:44+00:00,1041.64,950.82,1,1,hold,False
2026-04-12T20:29:49+00:00,1041.6,1015.64,1,1,hold,False
2026-04-12T20:29:54+00:00,1041.64,1036.18,1,1,hold,False
2026-04-12T20:29:59+00:00,1041.72,1041.1,1,1,hold,False
2026-04-12T20:30:04+00:00,1041.64,1041.49,1,1,hold,False
2026-04-12T20:30:09+00:00,1015.6,971.45,1,1,hold,False
2026-04-12T20:30:14+00:00,807.19,416.35,1,1,hold,False
2026-04-12T20:30:19+00:00,598.96,279.59,1,1,hold,False
2026-04-12T20:30:24+00:00,389.94,80.11,1,1,hold,False
2026-04-12T20:30:29+00:00,182.27,0,1,1,hold,False
2026-04-12T20:30:34+00:00,0.0,0,1,1,hold,False
2026-04-12T20:30:39+00:00,0.0,109.76,1,1,hold,False
2026-04-12T20:30:44+00:00,566.44,1857.59,1,2,scale up,True
2026-04-12T20:30:49+00:00,1311.36,2178.02,2,2,hold,False
2026-04-12T20:30:54+00:00,1311.3,373.81,2,1,hold,False
2026-04-12T20:30:59+00:00,2438.32,3176.89,2,3,hold,False
2026-04-12T20:31:04+00:00,3163.18,4018.55,2,3,hold,False
2026-04-12T20:31:09+00:00,3272.24,3788.4,2,3,hold,False
2026-04-12T20:31:14+00:00,3214.66,3215.06,2,3,hold,False
2026-04-12T20:31:19+00:00,4102.35,4858.6,2,4,scale up,True
2026-04-12T20:31:24+00:00,4151.4,4543.86,4,4,hold,False
2026-04-12T20:31:29+00:00,3318.2,3586.47,4,3,hold,False
2026-04-12T20:31:34+00:00,3734.86,3947.55,4,3,hold,False
2026-04-12T20:31:39+00:00,3620.9,3214.59,4,3,hold,False
2026-04-12T20:31:44+00:00,3478.73,3258.03,4,3,hold,False
2026-04-12T20:31:49+00:00,3347.08,3373.91,4,3,hold,False
2026-04-12T20:31:54+00:00,4030.14,4412.58,4,3,scale down,True
2026-04-12T20:31:59+00:00,4164.0,4710.47,3,4,hold,False
2026-04-12T20:32:04+00:00,4163.36,4491.14,3,3,hold,False
2026-04-12T20:32:09+00:00,4163.6,3936.19,3,3,hold,False
2026-04-12T20:32:14+00:00,4164.04,3877.89,3,3,hold,False
2026-04-12T20:32:19+00:00,4164.4,4156.06,3,3,hold,False
2026-04-12T20:32:24+00:00,4163.59,4379.49,3,3,hold,False
2026-04-12T20:32:29+00:00,4162.12,4325.88,3,3,hold,False
2026-04-12T20:32:34+00:00,4161.88,4076.17,3,3,hold,False
2026-04-12T20:32:40+00:00,4161.88,3937.82,3,3,hold,False
2026-04-12T20:32:45+00:00,3771.12,3587.13,3,3,hold,False
2026-04-12T20:32:50+00:00,2938.68,2504.64,3,2,scale down,True
2026-04-12T20:32:55+00:00,2108.4,1198.81,2,1,hold,False
2026-04-12T20:33:00+00:00,1304.48,367.97,2,1,hold,False
2026-04-12T20:33:05+00:00,477.86,0,2,1,hold,False
2026-04-12T20:33:10+00:00,0.1,0,2,1,hold,False
2026-04-12T20:33:15+00:00,0.0,0,2,1,hold,False
