ts_iso,pps_actual,current_replicas,desired_replicas,dqn_action,scale_executed
2026-05-26T16:58:51+00:00,0.0,1,1,hold,False
2026-05-26T16:58:56+00:00,0.0,1,1,hold,False
2026-05-26T16:59:01+00:00,0.0,1,1,hold,False
2026-05-26T16:59:06+00:00,0.0,1,1,hold,False
2026-05-26T16:59:11+00:00,0.0,1,1,hold,False
2026-05-26T16:59:16+00:00,0.0,1,1,hold,False
2026-05-26T16:59:21+00:00,0.0,1,1,hold,False
2026-05-26T16:59:26+00:00,0.0,1,1,hold,False
2026-05-26T16:59:31+00:00,0.0,1,1,hold,False
2026-05-26T16:59:36+00:00,357.64,1,1,hold,False
2026-05-26T16:59:41+00:00,357.64,1,1,hold,False
2026-05-26T16:59:46+00:00,774.24,1,1,hold,False
2026-05-26T16:59:51+00:00,774.24,1,1,hold,False
2026-05-26T16:59:56+00:00,982.64,1,1,hold,False
2026-05-26T17:00:01+00:00,1041.68,1,1,hold,False
2026-05-26T17:00:07+00:00,1041.64,1,1,hold,False
2026-05-26T17:00:12+00:00,1041.64,1,1,hold,False
2026-05-26T17:00:17+00:00,1041.68,1,1,hold,False
2026-05-26T17:00:22+00:00,1041.44,1,1,hold,False
2026-05-26T17:00:27+00:00,1041.68,1,1,hold,False
2026-05-26T17:00:32+00:00,893.04,1,1,hold,False
2026-05-26T17:00:37+00:00,684.72,1,1,hold,False
2026-05-26T17:00:42+00:00,0.0,1,1,hold,False
2026-05-26T17:00:47+00:00,268.21,1,1,hold,False
2026-05-26T17:00:52+00:00,59.68,1,1,hold,False
2026-05-26T17:00:57+00:00,0.0,1,1,hold,False
2026-05-26T17:01:02+00:00,549.58,1,1,hold,False
2026-05-26T17:01:07+00:00,1382.74,1,1,hold,False
2026-05-26T17:01:12+00:00,2215.88,1,2,Scale Up,True
2026-05-26T17:01:17+00:00,2776.52,2,2,hold,False
2026-05-26T17:01:22+00:00,2776.63,2,2,hold,False
2026-05-26T17:01:27+00:00,2226.92,2,2,hold,False
2026-05-26T17:01:32+00:00,3026.63,2,3,hold,False
2026-05-26T17:01:37+00:00,2881.61,2,2,hold,False
2026-05-26T17:01:42+00:00,3020.0,2,3,Scale Up,True
2026-05-26T17:01:47+00:00,3713.82,3,3,hold,False
2026-05-26T17:01:52+00:00,3724.0,3,3,hold,False
2026-05-26T17:01:57+00:00,4215.98,3,3,hold,False
2026-05-26T17:02:02+00:00,4081.63,3,3,hold,False
2026-05-26T17:02:07+00:00,3941.88,3,3,hold,False
2026-05-26T17:02:12+00:00,3794.32,3,3,hold,False
2026-05-26T17:02:17+00:00,4095.72,3,3,hold,False
2026-05-26T17:02:22+00:00,4166.48,3,3,hold,False
2026-05-26T17:02:27+00:00,4166.42,3,3,hold,False
2026-05-26T17:02:32+00:00,4166.6,3,3,hold,False
2026-05-26T17:02:37+00:00,4166.84,3,3,hold,False
2026-05-26T17:02:42+00:00,4166.76,3,3,hold,False
2026-05-26T17:02:47+00:00,4167.04,3,3,hold,False
2026-05-26T17:02:52+00:00,4166.82,3,3,hold,False
2026-05-26T17:02:57+00:00,4166.8,3,3,hold,False
2026-05-26T17:03:02+00:00,3931.12,3,3,hold,False
2026-05-26T17:03:07+00:00,3097.68,3,3,hold,False
2026-05-26T17:03:12+00:00,2264.13,3,2,Scale Down,True
2026-05-26T17:03:17+00:00,1431.24,2,2,hold,False
2026-05-26T17:03:22+00:00,597.52,2,1,hold,False
2026-05-26T17:03:27+00:00,0.0,2,1,hold,False
2026-05-26T17:03:32+00:00,0.0,2,1,hold,False
2026-05-26T17:03:37+00:00,0.0,2,1,hold,False
2026-05-26T17:03:42+00:00,0.0,2,1,Scale Down,True
2026-05-26T17:03:47+00:00,0.0,1,1,hold,False
2026-05-26T17:03:52+00:00,0.0,1,1,hold,False
2026-05-26T17:03:57+00:00,0.0,1,1,hold,False
2026-05-26T17:04:02+00:00,0.0,1,1,hold,False
2026-05-26T17:04:07+00:00,0.0,1,1,hold,False
2026-05-26T17:04:12+00:00,0.0,1,1,hold,False
2026-05-26T17:04:17+00:00,0.0,1,1,hold,False
2026-05-26T17:04:22+00:00,0.0,1,1,hold,False
2026-05-26T17:04:27+00:00,0.0,1,1,hold,False
2026-05-26T17:04:32+00:00,0.0,1,1,hold,False
2026-05-26T17:04:37+00:00,0.0,1,1,hold,False
2026-05-26T17:04:42+00:00,0.0,1,1,hold,False
2026-05-26T17:04:47+00:00,0.0,1,1,hold,False
2026-05-26T17:04:52+00:00,0.0,1,1,hold,False
2026-05-26T17:04:57+00:00,0.0,1,1,hold,False
2026-05-26T17:05:02+00:00,0.0,1,1,hold,False
2026-05-26T17:05:07+00:00,0.0,1,1,hold,False
2026-05-26T17:05:12+00:00,0.0,1,1,hold,False
2026-05-26T17:05:17+00:00,0.0,1,1,hold,False
2026-05-26T17:05:22+00:00,0.0,1,1,hold,False
2026-05-26T17:05:27+00:00,0.0,1,1,hold,False
