ts_iso,pps_actual,pps_forecast,current_replicas,desired_replicas,action,scale_executed
2026-04-12T20:13:35+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:13:40+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:13:45+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:13:50+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:13:55+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:14:00+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:14:05+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:14:10+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:14:15+00:00,0.0,0.0,1,1,hold,False
2026-04-12T20:14:20+00:00,0.0,0,1,1,hold,False
2026-04-12T20:14:25+00:00,0.0,0,1,1,hold,False
