ts_iso,pps_prom,hpa_replicas,hpa_current,hpa_target,deploy_ready,deploy_replicas
2026-03-24T18:25:29+00:00,30.758769649214035,1,0,4k,1/1,1
2026-03-24T18:25:34+00:00,1280.46878124875,1,0,4k,1/1,1
2026-03-24T18:25:39+00:00,2530.64,1,0,4k,1/1,1
2026-03-24T18:25:44+00:00,3781.013721646598,1,2530640m,4k,1/1,1
2026-03-24T18:25:49+00:00,5030.438782448702,1,2530640m,4k,1/1,1
2026-03-24T18:25:54+00:00,6249.68,1,2530640m,4k,1/1,1
2026-03-24T18:25:59+00:00,6098.76,1,6249680m,4k,2/2,2
2026-03-24T18:26:05+00:00,4848.4460621575145,1,6249680m,4k,2/2,2
2026-03-24T18:26:09+00:00,5170.718590291055,1,6249680m,4k,2/2,2
2026-03-24T18:26:15+00:00,4756.414962691308,2,5843753m,4k,3/3,3
2026-03-24T18:26:19+00:00,3245.1769422222224,2,5843753m,4k,3/3,3
2026-03-24T18:26:25+00:00,3717.887636666667,2,5843753m,4k,3/3,3
2026-03-24T18:26:29+00:00,4775.574633333333,3,4501534m,4k,4/4,4
2026-03-24T18:26:35+00:00,3018.2769777777776,3,4501534m,4k,4/4,4
2026-03-24T18:26:39+00:00,NA,3,4501534m,4k,4/4,4
2026-03-24T18:26:45+00:00,2088.5886733333336,4,2201916m,4k,4/4,4
2026-03-24T18:26:49+00:00,2088.6895433333334,4,2201916m,4k,4/4,4
2026-03-24T18:26:55+00:00,0.26427333333333336,4,2201916m,4k,4/4,4
2026-03-24T18:26:59+00:00,0.3137283333333333,4,293m,4k,4/4,4
2026-03-24T18:27:04+00:00,0.28,4,293m,4k,4/4,4
2026-03-24T18:27:09+00:00,0,4,293m,4k,4/4,4
2026-03-24T18:27:14+00:00,0,4,0,4k,4/4,4
2026-03-24T18:27:19+00:00,0,4,0,4k,4/4,4
2026-03-24T18:27:24+00:00,0,4,0,4k,4/4,4
2026-03-24T18:27:29+00:00,0,4,0,4k,4/4,4
2026-03-24T18:27:34+00:00,0,4,0,4k,4/4,4
2026-03-24T18:27:40+00:00,0,4,0,4k,4/4,4
2026-03-24T18:27:45+00:00,0,4,0,4k,4/4,4
2026-03-24T18:27:50+00:00,0,4,0,4k,4/4,4
2026-03-24T18:27:55+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:00+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:05+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:10+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:15+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:20+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:25+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:30+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:35+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:41+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:46+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:51+00:00,0,4,0,4k,4/4,4
2026-03-24T18:28:56+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:01+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:06+00:00,NA,4,0,4k,4/4,4
2026-03-24T18:29:12+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:17+00:00,NA,4,0,4k,4/4,4
2026-03-24T18:29:23+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:28+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:33+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:38+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:43+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:48+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:53+00:00,0,4,0,4k,4/4,4
2026-03-24T18:29:58+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:03+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:08+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:13+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:18+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:23+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:28+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:33+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:38+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:43+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:48+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:53+00:00,0,4,0,4k,4/4,4
2026-03-24T18:30:58+00:00,0,4,0,4k,4/4,4
2026-03-24T18:31:03+00:00,0,4,0,4k,4/4,4
2026-03-24T18:31:08+00:00,NA,4,0,4k,4/4,4
2026-03-24T18:31:14+00:00,0,4,0,4k,4/4,4
2026-03-24T18:31:19+00:00,0,4,0,4k,4/4,4
2026-03-24T18:31:25+00:00,0,4,0,4k,4/4,4
2026-03-24T18:31:29+00:00,0,4,0,4k,3/3,3
