ts_iso,pps_actual,current_replicas,desired_replicas,dqn_action,scale_executed
2026-04-12T20:37:25+00:00,0.0,1,1,hold,False
2026-04-12T20:37:30+00:00,0.0,1,1,hold,False
2026-04-12T20:37:35+00:00,0.0,1,1,hold,False
2026-04-12T20:37:40+00:00,0.0,1,1,hold,False
2026-04-12T20:37:45+00:00,0.0,1,1,hold,False
2026-04-12T20:37:50+00:00,0.0,1,1,hold,False
2026-04-12T20:37:55+00:00,0.0,1,1,hold,False
2026-04-12T20:38:00+00:00,0.0,1,1,hold,False
2026-04-12T20:38:05+00:00,110.36,1,1,hold,False
2026-04-12T20:38:10+00:00,319.06,1,1,hold,False
2026-04-12T20:38:15+00:00,526.96,1,1,hold,False
2026-04-12T20:38:20+00:00,735.2,1,1,hold,False
2026-04-12T20:38:25+00:00,943.6,1,1,hold,False
2026-04-12T20:38:30+00:00,1041.6,1,1,hold,False
2026-04-12T20:38:35+00:00,1041.72,1,1,hold,False
2026-04-12T20:38:40+00:00,1041.64,1,1,hold,False
2026-04-12T20:38:45+00:00,1041.84,1,1,hold,False
2026-04-12T20:38:50+00:00,1041.64,1,1,hold,False
2026-04-12T20:38:55+00:00,1041.68,1,1,hold,False
2026-04-12T20:39:00+00:00,1041.56,1,1,hold,False
2026-04-12T20:39:05+00:00,932.0,1,1,hold,False
2026-04-12T20:39:10+00:00,723.56,1,1,hold,False
2026-04-12T20:39:15+00:00,515.36,1,1,hold,False
2026-04-12T20:39:20+00:00,306.96,1,1,hold,False
2026-04-12T20:39:25+00:00,98.68,1,1,hold,False
2026-04-12T20:39:30+00:00,0.0,1,1,hold,False
2026-04-12T20:39:35+00:00,0.0,1,1,hold,False
2026-04-12T20:39:40+00:00,0.0,1,1,hold,False
2026-04-12T20:39:45+00:00,0.0,1,1,hold,False
2026-04-12T20:39:50+00:00,399.72,1,1,hold,False
2026-04-12T20:39:55+00:00,1232.88,1,1,hold,False
2026-04-12T20:40:00+00:00,2066.31,1,2,scale up,True
2026-04-12T20:40:05+00:00,2899.63,2,3,scale up,False
2026-04-12T20:40:10+00:00,3184.28,2,3,scale up,False
2026-04-12T20:40:15+00:00,2784.56,2,2,hold,False
2026-04-12T20:40:20+00:00,3621.24,2,3,scale up,False
2026-04-12T20:40:25+00:00,3471.94,2,3,scale up,False
2026-04-12T20:40:30+00:00,3328.08,2,3,scale up,False
2026-04-12T20:40:35+00:00,3926.04,2,3,scale up,True
2026-04-12T20:40:40+00:00,4166.8,3,3,hold,False
2026-04-12T20:40:45+00:00,3789.88,3,3,hold,False
2026-04-12T20:40:50+00:00,4148.81,3,3,hold,False
2026-04-12T20:40:55+00:00,4002.68,3,3,hold,False
2026-04-12T20:41:00+00:00,3876.0,3,3,hold,False
2026-04-12T20:41:05+00:00,3726.46,3,3,hold,False
2026-04-12T20:41:10+00:00,4097.08,3,3,hold,False
2026-04-12T20:41:15+00:00,4166.56,3,3,hold,False
2026-04-12T20:41:20+00:00,4167.04,3,3,hold,False
2026-04-12T20:41:25+00:00,4166.92,3,3,hold,False
2026-04-12T20:41:30+00:00,4166.32,3,3,hold,False
2026-04-12T20:41:35+00:00,4166.68,3,3,hold,False
2026-04-12T20:41:40+00:00,4166.92,3,3,hold,False
2026-04-12T20:41:45+00:00,4166.44,3,3,hold,False
2026-04-12T20:41:50+00:00,3622.72,3,3,hold,False
2026-04-12T20:41:55+00:00,2789.84,3,2,scale down,True
2026-04-12T20:42:00+00:00,1956.16,2,2,hold,False
2026-04-12T20:42:05+00:00,1122.66,2,1,scale down,False
2026-04-12T20:42:10+00:00,289.68,2,1,scale down,False
2026-04-12T20:42:15+00:00,0.0,2,1,scale down,False
2026-04-12T20:42:20+00:00,0.0,2,1,scale down,False
2026-04-12T20:42:25+00:00,0.0,2,1,scale down,True
2026-04-12T20:42:30+00:00,0.0,1,1,hold,False
2026-04-12T20:42:35+00:00,0.0,1,1,hold,False
2026-04-12T20:42:40+00:00,0.0,1,1,hold,False
2026-04-12T20:42:45+00:00,0.0,1,1,hold,False
2026-04-12T20:42:50+00:00,0.0,1,1,hold,False
2026-04-12T20:42:55+00:00,0.0,1,1,hold,False
2026-04-12T20:43:01+00:00,0.0,1,1,hold,False
2026-04-12T20:43:06+00:00,0.0,1,1,hold,False
2026-04-12T20:43:11+00:00,0.0,1,1,hold,False
2026-04-12T20:43:16+00:00,0.0,1,1,hold,False
2026-04-12T20:43:21+00:00,0.0,1,1,hold,False
2026-04-12T20:43:26+00:00,0.0,1,1,hold,False
2026-04-12T20:43:31+00:00,0.0,1,1,hold,False
2026-04-12T20:43:36+00:00,0.0,1,1,hold,False
2026-04-12T20:43:41+00:00,0.0,1,1,hold,False
2026-04-12T20:43:46+00:00,0.0,1,1,hold,False
2026-04-12T20:43:51+00:00,0.0,1,1,hold,False
2026-04-12T20:43:56+00:00,0.0,1,1,hold,False
2026-04-12T20:44:01+00:00,0.0,1,1,hold,False
2026-04-12T20:44:06+00:00,0.0,1,1,hold,False
2026-04-12T20:44:11+00:00,0.0,1,1,hold,False
2026-04-12T20:44:16+00:00,0.0,1,1,hold,False
2026-04-12T20:44:21+00:00,0.0,1,1,hold,False
2026-04-12T20:44:26+00:00,0.0,1,1,hold,False
2026-04-12T20:44:31+00:00,0.0,1,1,hold,False
2026-04-12T20:44:36+00:00,0.0,1,1,hold,False
2026-04-12T20:44:41+00:00,0.0,1,1,hold,False
2026-04-12T20:44:46+00:00,0.0,1,1,hold,False
2026-04-12T20:44:51+00:00,0.0,1,1,hold,False
