ts_iso,pps_prom,hpa_replicas,hpa_current,hpa_target,deploy_ready,deploy_replicas
2026-05-17T11:54:52+01:00,0,1,0,1500,1/1,1
2026-05-17T11:54:57+01:00,0,1,0,1500,1/1,1
2026-05-17T11:55:02+01:00,0,1,0,1500,1/1,1
2026-05-17T11:55:07+01:00,0,1,0,1500,1/1,1
2026-05-17T11:55:12+01:00,0,1,0,1500,1/1,1
2026-05-17T11:55:17+01:00,0,1,0,1500,1/1,1
2026-05-17T11:55:22+01:00,47.92,1,0,1500,1/1,1
2026-05-17T11:55:27+01:00,881.0352414096564,1,881035m,1500,1/1,1
2026-05-17T11:55:32+01:00,1714.52,1,881035m,1500,1/1,1
2026-05-17T11:55:37+01:00,2547.68,1,881035m,1500,1/1,1
2026-05-17T11:55:43+01:00,3381.1352454098164,1,3381135m,1500,1/2,1
2026-05-17T11:55:48+01:00,3800.32,1,3381135m,1500,2/2,2
2026-05-17T11:55:53+01:00,2967.1213151473944,1,3381135m,1500,2/2,2
2026-05-17T11:55:58+01:00,3569.8096279471492,2,3789763m,1500,2/3,2
2026-05-17T11:56:03+01:00,3440.726536856252,2,3789763m,1500,3/3,3
2026-05-17T11:56:08+01:00,2433.273254901208,2,3789763m,1500,3/3,3
2026-05-17T11:56:13+01:00,3087.9556300000004,3,3500658m,1500,3/4,3
2026-05-17T11:56:18+01:00,3331.25948,3,3500658m,1500,4/4,4
2026-05-17T11:56:23+01:00,2346.7662933333336,3,3500658m,1500,4/4,4
2026-05-17T11:56:28+01:00,1922.9823058658033,4,2065242m,1500,4/5,4
2026-05-17T11:56:33+01:00,1758.7495866666666,4,2065242m,1500,5/5,5
2026-05-17T11:56:38+01:00,882.9943444444446,4,2065242m,1500,5/5,5
2026-05-17T11:56:43+01:00,298.48241754585894,5,312938m,1500,5/5,5
2026-05-17T11:56:48+01:00,279.16515000000004,5,312938m,1500,5/5,5
2026-05-17T11:56:53+01:00,0.3757111111111111,5,312938m,1500,5/5,5
2026-05-17T11:56:58+01:00,0.27883333333333327,5,234m,1500,5/5,5
2026-05-17T11:57:03+01:00,0.2713293333333333,5,234m,1500,5/5,5
2026-05-17T11:57:08+01:00,0,5,234m,1500,5/5,5
2026-05-17T11:57:13+01:00,0,5,0,1500,5/5,5
2026-05-17T11:57:18+01:00,0,5,0,1500,5/5,5
2026-05-17T11:57:23+01:00,0,5,0,1500,5/5,5
2026-05-17T11:57:28+01:00,577.2092853333334,5,1203173m,1500,5/5,5
2026-05-17T11:57:34+01:00,1402.4463533333335,5,1203173m,1500,5/5,5
2026-05-17T11:57:38+01:00,2183.203384,5,1203173m,1500,5/5,5
2026-05-17T11:57:44+01:00,3041.155893333333,5,3305495m,1500,5/5,5
2026-05-17T11:57:48+01:00,3790.3882253333336,5,3305495m,1500,5/5,5
2026-05-17T11:57:54+01:00,4166.540015198176,5,3305495m,1500,5/5,5
2026-05-17T11:57:58+01:00,4166.4800000000005,5,4166359m,1500,5/5,5
2026-05-17T11:58:04+01:00,4166.36,5,4166359m,1500,5/5,5
2026-05-17T11:58:08+01:00,4166.4800000000005,5,4166359m,1500,5/5,5
2026-05-17T11:58:14+01:00,4166.68,5,4166619m,1500,5/5,5
2026-05-17T11:58:18+01:00,4166.619994399328,5,4166619m,1500,5/5,5
2026-05-17T11:58:24+01:00,4167.24,5,4166619m,1500,5/5,5
2026-05-17T11:58:28+01:00,3569.16,5,2735840m,1500,5/5,5
2026-05-17T11:58:34+01:00,NA,5,2735840m,1500,5/5,5
2026-05-17T11:58:40+01:00,1068.96,5,2735840m,1500,5/5,5
2026-05-17T11:58:45+01:00,235.28,5,235280m,1500,5/5,5
2026-05-17T11:58:50+01:00,0,5,235280m,1500,5/5,5
2026-05-17T11:58:55+01:00,0,5,235280m,1500,5/5,5
2026-05-17T11:59:00+01:00,0,5,0,1500,5/5,5
2026-05-17T11:59:05+01:00,0,5,0,1500,5/5,5
2026-05-17T11:59:10+01:00,0,5,0,1500,5/5,5
2026-05-17T11:59:15+01:00,0,5,0,1500,5/5,5
2026-05-17T11:59:20+01:00,0,5,0,1500,5/5,5
2026-05-17T11:59:25+01:00,0,5,0,1500,5/5,5
2026-05-17T11:59:31+01:00,0,5,0,1500,4/4,4
