ts_iso,pps_prom,hpa_replicas,hpa_current,hpa_target,deploy_ready,deploy_replicas
2026-05-17T11:47:08+01:00,1162.7506256827846,3,1811116m,1500,4/4,4
2026-05-17T11:47:13+01:00,923.4000000000001,4,796124m,1500,4/4,4
2026-05-17T11:47:18+01:00,738.76,4,796124m,1500,4/4,4
2026-05-17T11:47:24+01:00,321.92,4,796124m,1500,4/4,4
2026-05-17T11:47:28+01:00,0.16,4,160m,1500,4/4,4
2026-05-17T11:47:34+01:00,NA,4,160m,1500,4/4,4
2026-05-17T11:47:40+01:00,0.08,4,80m,1500,4/4,4
2026-05-17T11:47:45+01:00,0.08,4,80m,1500,4/4,4
2026-05-17T11:47:51+01:00,0.08,4,80m,1500,4/4,4
2026-05-17T11:47:56+01:00,0,4,0,1500,3/3,3
2026-05-17T11:48:01+01:00,0,4,0,1500,3/3,3
2026-05-17T11:48:06+01:00,0,4,0,1500,3/3,3
2026-05-17T11:48:11+01:00,0,3,0,1500,2/2,2
2026-05-17T11:48:16+01:00,0,3,0,1500,2/2,2
2026-05-17T11:48:21+01:00,0,3,0,1500,2/2,2
2026-05-17T11:48:27+01:00,0,2,0,1500,1/1,1
2026-05-17T11:48:32+01:00,0,2,0,1500,1/1,1
2026-05-17T11:48:37+01:00,0,2,0,1500,1/1,1
2026-05-17T11:48:42+01:00,0,1,0,1500,1/1,1
2026-05-17T11:48:47+01:00,0,1,0,1500,1/1,1
2026-05-17T11:48:53+01:00,0,1,0,1500,1/1,1
2026-05-17T11:48:58+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:03+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:08+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:13+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:18+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:23+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:28+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:33+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:38+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:43+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:48+01:00,0,1,0,1500,1/1,1
2026-05-17T11:49:53+01:00,0,1,0,1500,1/1,1
2026-05-17T11:50:07+01:00,0.12,1,0,1500,1/1,1
2026-05-17T11:50:12+01:00,200.40801632065282,1,200408m,1500,1/1,1
2026-05-17T11:50:17+01:00,617.2,1,200408m,1500,1/1,1
2026-05-17T11:50:22+01:00,1033.8,1,200408m,1500,1/1,1
2026-05-17T11:50:27+01:00,1450.5380215208609,1,1450538m,1500,1/1,1
2026-05-17T11:50:33+01:00,1867.0346813872554,1,1450538m,1500,1/1,1
2026-05-17T11:50:38+01:00,2083.3200000000006,1,1450538m,1500,1/1,1
2026-05-17T11:50:43+01:00,2083.36,1,2083360m,1500,1/2,1
2026-05-17T11:50:48+01:00,1866.1600000000003,1,2083360m,1500,2/2,2
2026-05-17T11:50:53+01:00,1449.4220231190752,1,2083360m,1500,2/2,2
2026-05-17T11:50:58+01:00,1734.7965026050208,2,1791454m,1500,2/3,2
2026-05-17T11:51:04+01:00,1662.2715833333334,2,1791454m,1500,3/3,3
2026-05-17T11:51:08+01:00,1091.6559763190528,2,1791454m,1500,3/3,3
2026-05-17T11:51:14+01:00,1032.7479634011563,3,1032369m,1500,3/3,3
2026-05-17T11:51:18+01:00,924.52072,3,1032369m,1500,3/3,3
2026-05-17T11:51:23+01:00,497.5756237293016,3,1032369m,1500,3/3,3
2026-05-17T11:51:28+01:00,622.9475700000002,3,645312m,1500,3/3,3
2026-05-17T11:51:33+01:00,1494.8812285051588,3,645312m,1500,3/3,3
2026-05-17T11:51:38+01:00,2200.56,3,645312m,1500,3/3,3
2026-05-17T11:51:43+01:00,3034.28,3,3034280m,1500,4/4,4
2026-05-17T11:51:49+01:00,3369.4,3,3034280m,1500,4/4,4
2026-05-17T11:51:54+01:00,2834.84,3,3034280m,1500,4/4,4
2026-05-17T11:51:59+01:00,3338.8766421978607,4,3289155m,1500,5/5,5
2026-05-17T11:52:04+01:00,2640.872,4,3289155m,1500,5/5,5
2026-05-17T11:52:09+01:00,1653.5515733333332,4,3289155m,1500,5/5,5
2026-05-17T11:52:14+01:00,2652.1517066666665,5,2573844m,1500,5/5,5
2026-05-17T11:52:19+01:00,3322.43325,5,2573844m,1500,5/5,5
2026-05-17T11:52:24+01:00,3196.23518,5,2573844m,1500,5/5,5
2026-05-17T11:52:29+01:00,3165.9786169574554,5,3100350m,1500,5/5,5
2026-05-17T11:52:35+01:00,3006.32,5,3100350m,1500,5/5,5
2026-05-17T11:52:40+01:00,2172.88,5,3100350m,1500,5/5,5
2026-05-17T11:52:45+01:00,1339.32,5,1339320m,1500,5/5,5
2026-05-17T11:52:50+01:00,506.28000000000003,5,1339320m,1500,5/5,5
2026-05-17T11:52:55+01:00,0,5,1339320m,1500,5/5,5
2026-05-17T11:53:00+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:05+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:10+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:15+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:20+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:25+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:30+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:35+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:40+01:00,0,5,0,1500,5/5,5
2026-05-17T11:53:45+01:00,0,5,0,1500,4/4,4
2026-05-17T11:53:50+01:00,0,5,0,1500,4/4,4
2026-05-17T11:53:55+01:00,0,5,0,1500,4/4,4
2026-05-17T11:54:02+01:00,0,4,0,1500,3/3,3
2026-05-17T11:54:07+01:00,0,4,0,1500,3/3,3
2026-05-17T11:54:12+01:00,0,4,0,1500,3/2,3
2026-05-17T11:54:17+01:00,0,3,0,1500,2/2,2
2026-05-17T11:54:22+01:00,0,3,0,1500,2/2,2
2026-05-17T11:54:27+01:00,0,2,0,1500,1/1,1
2026-05-17T11:54:32+01:00,0,2,0,1500,1/1,1
2026-05-17T11:54:37+01:00,0,2,0,1500,1/1,1
