ts_iso,pps_prom,hpa_replicas,hpa_current,hpa_target,deploy_ready,deploy_replicas
2026-03-26T20:20:02+00:00,0,1,0,4k,1/1,1
2026-03-26T20:20:01+00:00,0,1,0,4k,1/1,1
2026-03-26T20:20:08+00:00,240.34884186102335,1,0,4k,1/1,1
2026-03-26T20:20:08+00:00,240.34884186102335,1,0,4k,1/1,1
2026-03-26T20:20:14+00:00,657.24,1,0,4k,1/1,1
2026-03-26T20:20:14+00:00,657.24,1,0,4k,1/1,1
2026-03-26T20:20:20+00:00,1073.9970401183953,1,1073997m,4k,1/1,1
2026-03-26T20:20:20+00:00,1073.9970401183953,1,1073997m,4k,1/1,1
2026-03-26T20:20:26+00:00,1490.4,1,1073997m,4k,1/1,1
2026-03-26T20:20:26+00:00,1490.4,1,1073997m,4k,1/1,1
2026-03-26T20:20:32+00:00,1907.24371025159,1,1073997m,4k,1/1,1
2026-03-26T20:20:32+00:00,1907.24371025159,1,1073997m,4k,1/1,1
2026-03-26T20:20:38+00:00,1843.1051031834907,1,2083560m,4k,1/1,1
2026-03-26T20:20:38+00:00,1843.1051031834907,1,2083560m,4k,1/1,1
2026-03-26T20:20:44+00:00,1426.6000000000001,1,2083560m,4k,1/1,1
2026-03-26T20:20:44+00:00,1426.6000000000001,1,2083560m,4k,1/1,1
2026-03-26T20:20:50+00:00,1010.24,1,1010240m,4k,1/1,1
2026-03-26T20:20:49+00:00,1010.24,1,1010240m,4k,1/1,1
2026-03-26T20:20:55+00:00,1129.2851714068563,1,1010240m,4k,1/1,1
2026-03-26T20:20:55+00:00,1129.2851714068563,1,1010240m,4k,1/1,1
2026-03-26T20:21:01+00:00,1752.4,1,1010240m,4k,1/1,1
2026-03-26T20:21:01+00:00,1752.4,1,1010240m,4k,1/1,1
2026-03-26T20:21:08+00:00,3659.426377055082,1,2617618m,4k,1/1,1
2026-03-26T20:21:08+00:00,2617.618819011042,1,2617618m,4k,1/1,1
2026-03-26T20:21:14+00:00,4700.171993120275,1,2617618m,4k,1/1,1
2026-03-26T20:21:14+00:00,4700.171993120275,1,2617618m,4k,1/1,1
2026-03-26T20:21:20+00:00,5205.96,1,5205960m,4k,1/2,1
2026-03-26T20:21:20+00:00,5205.96,1,5205960m,4k,1/2,1
2026-03-26T20:21:26+00:00,4671.573137074517,1,5205960m,4k,2/2,2
2026-03-26T20:21:26+00:00,4671.573137074517,1,5205960m,4k,2/2,2
2026-03-26T20:21:32+00:00,3630.054797808088,1,5205960m,4k,2/2,2
2026-03-26T20:21:32+00:00,3630.054797808088,1,5205960m,4k,2/2,2
2026-03-26T20:21:38+00:00,1718.076804075363,2,2588120m,4k,2/2,2
2026-03-26T20:21:38+00:00,1721.3343907420297,2,2588120m,4k,2/2,2
2026-03-26T20:21:44+00:00,1065.2519216088642,2,2588120m,4k,2/2,2
2026-03-26T20:21:44+00:00,1065.5908327199754,2,2588120m,4k,2/2,2
2026-03-26T20:21:50+00:00,976.0209433333333,2,1044514m,4k,2/2,2
2026-03-26T20:21:50+00:00,969.3470033333334,2,1044514m,4k,2/2,2
2026-03-26T20:21:56+00:00,1387.9348213333335,2,1044514m,4k,2/2,2
2026-03-26T20:21:56+00:00,1388.6566013333334,2,1044514m,4k,2/2,2
2026-03-26T20:22:02+00:00,1846.4965266666668,2,1044514m,4k,2/2,2
2026-03-26T20:22:02+00:00,1858.3397999999997,2,1044514m,4k,2/2,2
2026-03-26T20:22:09+00:00,1890.52,2,2083440m,4k,2/2,2
2026-03-26T20:22:09+00:00,1890.52,2,2083440m,4k,2/2,2
2026-03-26T20:22:14+00:00,1473.8,2,2083440m,4k,2/2,2
2026-03-26T20:22:14+00:00,1473.8,2,2083440m,4k,2/2,2
2026-03-26T20:22:20+00:00,1057,2,1057,4k,2/2,2
2026-03-26T20:22:20+00:00,1057,2,1057,4k,2/2,2
2026-03-26T20:22:26+00:00,1078.7536997040236,2,1057,4k,2/2,2
2026-03-26T20:22:26+00:00,1078.7536997040236,2,1057,4k,2/2,2
2026-03-26T20:22:32+00:00,1703.2,2,1057,4k,2/2,2
2026-03-26T20:22:32+00:00,1703.2,2,1057,4k,2/2,2
2026-03-26T20:22:38+00:00,3560.08,2,2518920m,4k,2/2,2
2026-03-26T20:22:38+00:00,3560.08,2,2518920m,4k,2/2,2
2026-03-26T20:22:45+00:00,4601.28,2,2518920m,4k,2/2,2
2026-03-26T20:22:45+00:00,4601.28,2,2518920m,4k,2/2,2
2026-03-26T20:22:52+00:00,5204.9763981118485,2,5204976m,4k,2/3,2
2026-03-26T20:22:52+00:00,4765.400000000001,2,5204976m,4k,2/3,2
2026-03-26T20:22:59+00:00,3726.08,2,5204976m,4k,3/3,3
2026-03-26T20:22:59+00:00,3726.08,2,5204976m,4k,3/3,3
2026-03-26T20:23:05+00:00,2684.597848258209,3,2684597m,4k,3/3,3
2026-03-26T20:23:05+00:00,2684.597848258209,3,2684597m,4k,3/3,3
2026-03-26T20:23:11+00:00,1643.72,3,2684597m,4k,3/3,3
2026-03-26T20:23:11+00:00,1643.72,3,2684597m,4k,3/3,3
2026-03-26T20:23:17+00:00,601.96,3,2684597m,4k,3/3,3
2026-03-26T20:23:18+00:00,0,3,2684597m,4k,3/3,3
2026-03-26T20:23:24+00:00,0,3,0,4k,3/3,3
2026-03-26T20:23:24+00:00,NA,3,0,4k,3/3,3
2026-03-26T20:23:30+00:00,0,3,0,4k,3/3,3
