ts_iso,pps_actual,current_replicas,desired_replicas,dqn_action,scale_executed
2026-05-17T00:18:19+00:00,0.0,1,1,hold,False
2026-05-17T00:18:24+00:00,0.0,1,1,hold,False
2026-05-17T00:18:29+00:00,0.0,1,1,hold,False
2026-05-17T00:18:34+00:00,0.0,1,1,hold,False
2026-05-17T00:18:39+00:00,0.0,1,1,hold,False
2026-05-17T00:18:44+00:00,0.0,1,1,hold,False
2026-05-17T00:18:49+00:00,0.0,1,1,hold,False
2026-05-17T00:18:54+00:00,0.0,1,1,hold,False
2026-05-17T00:18:59+00:00,70.2,1,1,hold,False
2026-05-17T00:19:04+00:00,278.52,1,1,hold,False
2026-05-17T00:19:09+00:00,486.94,1,1,hold,False
2026-05-17T00:19:14+00:00,695.21,1,1,hold,False
2026-05-17T00:19:19+00:00,903.63,1,1,hold,False
2026-05-17T00:19:24+00:00,1041.68,1,1,hold,False
2026-05-17T00:19:29+00:00,1041.72,1,1,hold,False
2026-05-17T00:19:34+00:00,1041.64,1,1,hold,False
2026-05-17T00:19:39+00:00,1041.52,1,1,hold,False
2026-05-17T00:19:44+00:00,1041.76,1,1,hold,False
2026-05-17T00:19:49+00:00,1041.64,1,1,hold,False
2026-05-17T00:19:54+00:00,1041.68,1,1,hold,False
2026-05-17T00:19:59+00:00,972.04,1,1,hold,False
2026-05-17T00:20:04+00:00,763.88,1,1,hold,False
2026-05-17T00:20:09+00:00,555.34,1,1,hold,False
2026-05-17T00:20:14+00:00,347.08,1,1,hold,False
2026-05-17T00:20:19+00:00,138.68,1,1,hold,False
2026-05-17T00:20:24+00:00,0.0,1,1,hold,False
2026-05-17T00:20:29+00:00,0.0,1,1,hold,False
2026-05-17T00:20:34+00:00,0.0,1,1,hold,False
2026-05-17T00:20:39+00:00,0.0,1,1,hold,False
2026-05-17T00:20:44+00:00,244.4,1,1,hold,False
2026-05-17T00:20:49+00:00,1077.92,1,1,hold,False
2026-05-17T00:20:54+00:00,1911.35,1,2,scale up,True
2026-05-17T00:20:59+00:00,2591.72,2,2,hold,False
2026-05-17T00:21:04+00:00,2591.72,2,2,hold,False
2026-05-17T00:21:09+00:00,3840.77,2,3,hold,False
2026-05-17T00:21:14+00:00,3704.05,2,3,hold,False
2026-05-17T00:21:19+00:00,3564.79,2,3,hold,False
2026-05-17T00:21:24+00:00,3580.21,2,3,hold,False
2026-05-17T00:21:29+00:00,4166.8,2,3,scale up,True
2026-05-17T00:21:34+00:00,4166.48,3,3,hold,False
2026-05-17T00:21:39+00:00,4166.24,3,3,hold,False
2026-05-17T00:21:44+00:00,4166.16,3,3,hold,False
2026-05-17T00:21:49+00:00,4165.48,3,3,hold,False
2026-05-17T00:21:54+00:00,4165.44,3,3,hold,False
2026-05-17T00:21:59+00:00,4165.64,3,3,hold,False
2026-05-17T00:22:04+00:00,4165.96,3,3,hold,False
2026-05-17T00:22:09+00:00,4166.2,3,3,hold,False
2026-05-17T00:22:14+00:00,4166.68,3,3,hold,False
2026-05-17T00:22:19+00:00,4166.64,3,3,hold,False
2026-05-17T00:22:24+00:00,4166.84,3,3,hold,False
2026-05-17T00:22:29+00:00,4166.52,3,3,hold,False
2026-05-17T00:22:34+00:00,4166.76,3,3,hold,False
2026-05-17T00:22:39+00:00,4166.72,3,3,hold,False
2026-05-17T00:22:44+00:00,4166.56,3,3,hold,False
2026-05-17T00:22:49+00:00,3386.4,3,3,hold,False
2026-05-17T00:22:54+00:00,2553.24,3,2,scale down,True
2026-05-17T00:22:59+00:00,1719.8,2,2,hold,False
2026-05-17T00:23:04+00:00,893.58,2,1,hold,False
2026-05-17T00:23:09+00:00,56.95,2,1,hold,False
2026-05-17T00:23:14+00:00,0.09,2,1,hold,False
2026-05-17T00:23:19+00:00,0.06,2,1,hold,False
2026-05-17T00:23:24+00:00,0.0,2,1,hold,False
2026-05-17T00:23:29+00:00,0.0,2,1,scale down,True
2026-05-17T00:23:34+00:00,0.0,1,1,hold,False
2026-05-17T00:23:39+00:00,0.04,1,1,hold,False
2026-05-17T00:23:44+00:00,0.04,1,1,hold,False
2026-05-17T00:23:50+00:00,0.04,1,1,hold,False
2026-05-17T00:23:55+00:00,0.04,1,1,hold,False
2026-05-17T00:24:00+00:00,0.04,1,1,hold,False
2026-05-17T00:24:05+00:00,0.0,1,1,hold,False
2026-05-17T00:24:10+00:00,0.0,1,1,hold,False
2026-05-17T00:24:15+00:00,0.0,1,1,hold,False
2026-05-17T00:24:20+00:00,0.0,1,1,hold,False
2026-05-17T00:24:25+00:00,0.0,1,1,hold,False
2026-05-17T00:24:30+00:00,0.0,1,1,hold,False
2026-05-17T00:24:35+00:00,0.0,1,1,hold,False
2026-05-17T00:24:40+00:00,0.0,1,1,hold,False
2026-05-17T00:24:45+00:00,0.0,1,1,hold,False
2026-05-17T00:24:50+00:00,0.0,1,1,hold,False
2026-05-17T00:24:55+00:00,0.0,1,1,hold,False
2026-05-17T00:25:00+00:00,0.0,1,1,hold,False
2026-05-17T00:25:05+00:00,0.0,1,1,hold,False
2026-05-17T00:25:10+00:00,0.0,1,1,hold,False
2026-05-17T00:25:15+00:00,0.0,1,1,hold,False
2026-05-17T00:25:20+00:00,0.0,1,1,hold,False
2026-05-17T00:25:25+00:00,0.0,1,1,hold,False
2026-05-17T00:25:30+00:00,0.0,1,1,hold,False
2026-05-17T00:25:35+00:00,0.0,1,1,hold,False
2026-05-17T00:25:40+00:00,0.0,1,1,hold,False
2026-05-17T00:25:45+00:00,0.0,1,1,hold,False
2026-05-17T00:25:50+00:00,0.0,1,1,hold,False
2026-05-17T00:25:55+00:00,0.0,1,1,hold,False
2026-05-17T00:26:00+00:00,0.0,1,1,hold,False
