ts_iso,pps_actual,current_replicas,desired_replicas,dqn_action,scale_executed
2026-05-17T00:09:40+00:00,0.0,1,1,hold,False
2026-05-17T00:09:45+00:00,0.0,1,1,hold,False
2026-05-17T00:09:50+00:00,0.0,1,1,hold,False
2026-05-17T00:09:55+00:00,0.0,1,1,hold,False
2026-05-17T00:10:00+00:00,0.0,1,1,hold,False
2026-05-17T00:10:05+00:00,0.0,1,1,hold,False
2026-05-17T00:10:10+00:00,0.0,1,1,hold,False
2026-05-17T00:10:15+00:00,0.0,1,1,hold,False
2026-05-17T00:10:20+00:00,0.04,1,1,hold,False
2026-05-17T00:10:25+00:00,0.24,1,1,hold,False
2026-05-17T00:10:30+00:00,0.28,1,1,hold,False
2026-05-17T00:10:35+00:00,0.32,1,1,hold,False
2026-05-17T00:10:40+00:00,0.36,1,1,hold,False
2026-05-17T00:10:45+00:00,0.32,1,1,hold,False
2026-05-17T00:10:50+00:00,0.12,1,1,hold,False
2026-05-17T00:10:55+00:00,0.08,1,1,hold,False
2026-05-17T00:11:00+00:00,0.08,1,1,hold,False
2026-05-17T00:11:05+00:00,0.04,1,1,hold,False
2026-05-17T00:11:10+00:00,0.04,1,1,hold,False
2026-05-17T00:11:15+00:00,0.04,1,1,hold,False
2026-05-17T00:11:20+00:00,0.04,1,1,hold,False
2026-05-17T00:11:25+00:00,0.0,1,1,hold,False
2026-05-17T00:11:30+00:00,0.04,1,1,hold,False
2026-05-17T00:11:35+00:00,0.04,1,1,hold,False
2026-05-17T00:11:40+00:00,0.04,1,1,hold,False
2026-05-17T00:11:45+00:00,0.04,1,1,hold,False
2026-05-17T00:11:50+00:00,0.04,1,1,hold,False
2026-05-17T00:11:55+00:00,0.0,1,1,hold,False
2026-05-17T00:12:00+00:00,0.0,1,1,hold,False
2026-05-17T00:12:05+00:00,0.0,1,1,hold,False
2026-05-17T00:12:10+00:00,0.0,1,1,hold,False
2026-05-17T00:12:15+00:00,0.0,1,1,hold,False
2026-05-17T00:12:20+00:00,0.0,1,1,hold,False
2026-05-17T00:12:25+00:00,0.0,1,1,hold,False
2026-05-17T00:12:30+00:00,0.0,1,1,hold,False
2026-05-17T00:12:35+00:00,0.0,1,1,hold,False
2026-05-17T00:12:40+00:00,0.0,1,1,hold,False
2026-05-17T00:12:45+00:00,0.0,1,1,hold,False
2026-05-17T00:12:50+00:00,0.0,1,1,hold,False
2026-05-17T00:12:55+00:00,0.0,1,1,hold,False
2026-05-17T00:13:00+00:00,0.0,1,1,hold,False
2026-05-17T00:13:05+00:00,0.0,1,1,hold,False
2026-05-17T00:13:10+00:00,0.0,1,1,hold,False
2026-05-17T00:13:15+00:00,0.0,1,1,hold,False
2026-05-17T00:13:20+00:00,0.08,1,1,hold,False
2026-05-17T00:13:25+00:00,0.24,1,1,hold,False
2026-05-17T00:13:30+00:00,0.32,1,1,hold,False
2026-05-17T00:13:35+00:00,0.32,1,1,hold,False
2026-05-17T00:13:40+00:00,0.36,1,1,hold,False
2026-05-17T00:13:45+00:00,0.28,1,1,hold,False
2026-05-17T00:13:50+00:00,0.12,1,1,hold,False
2026-05-17T00:13:55+00:00,0.08,1,1,hold,False
2026-05-17T00:14:00+00:00,0.08,1,1,hold,False
2026-05-17T00:14:05+00:00,0.04,1,1,hold,False
2026-05-17T00:14:10+00:00,0.04,1,1,hold,False
2026-05-17T00:14:15+00:00,0.04,1,1,hold,False
2026-05-17T00:14:20+00:00,0.0,1,1,hold,False
