ts_iso,pps_prom,hpa_replicas,hpa_current,hpa_target,deploy_ready,deploy_replicas
2026-04-13T23:01:42+01:00,0.15999360025598977,1,159m,1500,1/1,1
2026-04-13T23:01:49+01:00,0.04000160006400256,1,159m,1500,1/1,1
2026-04-13T23:01:54+01:00,0.03999840006399744,1,39m,1500,1/1,1
2026-04-13T23:02:00+01:00,NA,1,39m,1500,1/1,1
2026-04-13T23:02:06+01:00,0,1,0,1500,1/1,1
2026-04-13T23:02:12+01:00,0,1,0,1500,1/1,1
2026-04-13T23:02:18+01:00,252.94023521881752,1,459781m,1500,1/1,1
2026-04-13T23:02:27+01:00,651.92,1,459781m,1500,1/1,1
2026-04-13T23:02:40+01:00,960.0415983360666,1,960041m,1500,1/1,1
2026-04-13T23:02:50+01:00,NA,1,941138m,1500,1/1,1
2026-04-13T23:03:02+01:00,1004.3198272069118,1,1009240m,1500,1/1,1
2026-04-13T23:03:13+01:00,976.52,1,1009240m,1500,1/1,1
2026-04-13T23:03:24+01:00,571.72,1,571720m,1500,1/1,1
2026-04-13T23:03:34+01:00,167.75328986840526,1,0,1500,1/1,1
2026-04-13T23:03:44+01:00,NA,1,0,1500,1/1,1
2026-04-13T23:03:52+01:00,143.64000000000001,1,143651m,1500,1/1,1
2026-04-13T23:03:58+01:00,143.64574582983317,1,143651m,1500,1/1,1
2026-04-13T23:04:04+01:00,143.6859795134443,1,143651m,1500,1/1,1
2026-04-13T23:04:10+01:00,143.63425462981482,1,143634m,1500,1/1,1
2026-04-13T23:04:17+01:00,0,1,143634m,1500,1/1,1
2026-04-13T23:04:23+01:00,0,1,0,1500,1/1,1
2026-04-13T23:04:29+01:00,0,1,0,1500,1/1,1
2026-04-13T23:04:34+01:00,0,1,0,1500,1/1,1
2026-04-13T23:04:40+01:00,0,1,0,1500,1/1,1
2026-04-13T23:04:46+01:00,0,1,0,1500,1/1,1
2026-04-13T23:04:53+01:00,0,1,0,1500,1/1,1
2026-04-13T23:04:59+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:04+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:10+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:16+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:22+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:28+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:33+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:38+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:43+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:48+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:53+01:00,0,1,0,1500,1/1,1
2026-04-13T23:05:58+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:04+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:09+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:14+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:20+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:26+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:31+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:36+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:41+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:46+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:51+01:00,0,1,0,1500,1/1,1
2026-04-13T23:06:56+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:01+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:06+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:11+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:16+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:21+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:26+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:31+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:37+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:43+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:48+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:53+01:00,0,1,0,1500,1/1,1
2026-04-13T23:07:58+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:03+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:08+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:13+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:19+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:24+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:30+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:34+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:40+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:44+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:50+01:00,0,1,0,1500,1/1,1
2026-04-13T23:08:54+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:00+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:05+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:10+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:15+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:20+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:25+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:30+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:35+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:41+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:46+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:51+01:00,0,1,0,1500,1/1,1
2026-04-13T23:09:56+01:00,0,1,0,1500,1/1,1
2026-04-13T23:10:01+01:00,0,1,0,1500,1/1,1
2026-04-13T23:10:06+01:00,0,1,0,1500,1/1,1
2026-04-13T23:10:11+01:00,0,1,0,1500,1/1,1
2026-04-13T23:10:16+01:00,0,1,0,1500,1/1,1
