ts_iso,pps_actual,pps_forecast,current_replicas,desired_replicas,action,scale_executed
2026-04-12T19:27:54+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:28:03+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:28:11+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:28:20+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:28:30+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:28:39+00:00,0.0,0.0,1,1,hold,False
2026-04-12T19:28:48+00:00,130.24,130.24,1,1,hold,False
2026-04-12T19:28:57+00:00,546.96,546.96,1,1,hold,False
2026-04-12T19:29:06+00:00,963.56,963.56,1,1,hold,False
2026-04-12T19:29:15+00:00,1041.72,1041.72,1,1,hold,False
2026-04-12T19:29:24+00:00,1041.64,1299.3,1,1,hold,False
2026-04-12T19:29:33+00:00,1041.64,878.26,1,1,hold,False
2026-04-12T19:29:42+00:00,1041.6,1116.7,1,1,hold,False
2026-04-12T19:29:51+00:00,703.64,354.5,1,1,hold,False
2026-04-12T19:30:00+00:00,287.0,0,1,1,hold,False
2026-04-12T19:30:09+00:00,0.0,0,1,1,hold,False
2026-04-12T19:30:19+00:00,971.96,2081.1,1,2,scale up,True
2026-04-12T19:30:28+00:00,1734.72,1455.42,2,1,hold,False
2026-04-12T19:30:38+00:00,3081.13,3851.62,2,3,hold,False
2026-04-12T19:30:47+00:00,3475.47,3985.0,2,3,hold,False
2026-04-12T19:30:56+00:00,4164.08,4642.11,2,4,scale up,True
2026-04-12T19:31:05+00:00,3679.0,3593.44,4,3,hold,False
2026-04-12T19:31:15+00:00,3679.4,3169.57,4,3,hold,False
2026-04-12T19:31:24+00:00,3679.12,4179.21,4,3,hold,False
2026-04-12T19:31:33+00:00,4165.6,4426.08,4,3,scale down,True
2026-04-12T19:31:43+00:00,4165.68,4126.33,3,3,hold,False
2026-04-12T19:31:53+00:00,4166.44,4000.34,3,3,hold,False
2026-04-12T19:32:02+00:00,4156.84,4359.26,3,3,hold,False
2026-04-12T19:32:12+00:00,4154.32,4068.03,3,3,hold,False
2026-04-12T19:32:21+00:00,2872.56,1234.65,3,1,scale down,True
2026-04-12T19:32:31+00:00,1365.3,0,1,1,hold,False
2026-04-12T19:32:39+00:00,391.73,429.87,1,1,hold,False
2026-04-12T19:32:48+00:00,0.0,0,1,1,hold,False
2026-04-12T19:32:57+00:00,0.0,179.91,1,1,hold,False
2026-04-12T19:33:06+00:00,0.0,336.68,1,1,hold,False
2026-04-12T19:33:15+00:00,0.04,0,1,1,hold,False
2026-04-12T19:33:24+00:00,0.04,166.64,1,1,hold,False
2026-04-12T19:33:33+00:00,0.0,49.47,1,1,hold,False
2026-04-12T19:33:42+00:00,0.0,0,1,1,hold,False
2026-04-12T19:33:52+00:00,0.0,121.61,1,1,hold,False
2026-04-12T19:34:01+00:00,0.0,0,1,1,hold,False
2026-04-12T19:34:10+00:00,0.0,0,1,1,hold,False
2026-04-12T19:34:19+00:00,0.0,56.05,1,1,hold,False
2026-04-12T19:34:28+00:00,0.0,39.13,1,1,hold,False
2026-04-12T19:34:37+00:00,0.0,0,1,1,hold,False
2026-04-12T19:34:46+00:00,0.0,12.54,1,1,hold,False
