episode,total_reward
0,-605.0
1,-326.0
2,-137.0
3,-703.0
4,-1047.0
5,-1223.0
6,-1556.0
7,-136.0
8,-322.0
9,-1010.0
10,-745.0
11,-355.0
12,-544.0
13,-1992.0
14,-553.0
15,-649.0
16,-540.0
17,-600.0
18,-661.0
19,-577.0
20,-469.0
21,-1064.0
22,-414.0
23,-1363.0
24,-405.0
25,-601.0
26,-559.0
27,-485.0
28,-184.0
29,-564.0
30,-428.0
31,-64.0
32,-269.0
33,-583.0
34,-349.0
35,-147.0
36,-707.0
37,-619.0
38,-762.0
39,-646.0
40,-266.0
41,162.0
42,13.0
43,-206.0
44,-893.0
45,-341.0
46,-991.0
47,-146.0
48,-36.0
49,-259.0
50,-468.0
51,-293.0
52,-747.0
53,-548.0
54,-278.0
55,-176.0
56,-420.0
57,-26.0
58,32.0
59,107.0
60,118.0
61,-10.0
62,-370.0
63,144.0
64,-1226.0
65,-95.0
66,148.0
67,-470.0
68,-558.0
69,273.0
70,110.0
71,23.0
72,-545.0
73,-535.0
74,-146.0
75,105.0
76,-215.0
77,20.0
78,-384.0
79,81.0
80,107.0
81,10.0
82,233.0
83,121.0
84,-117.0
85,-91.0
86,540.0
87,-262.0
88,218.0
89,-221.0
90,124.0
91,218.0
92,-74.0
93,-108.0
94,198.0
95,698.0
96,421.0
97,510.0
98,365.0
99,454.0
100,106.0
101,334.0
102,235.0
103,16.0
104,205.0
105,368.0
106,106.0
107,194.0
108,107.0
109,-374.0
110,102.0
111,164.0
112,11.0
113,541.0
114,341.0
115,-93.0
116,304.0
117,-23.0
118,367.0
119,432.0
120,-63.0
121,617.0
122,167.0
123,102.0
124,199.0
125,498.0
126,-307.0
127,617.0
128,440.0
129,317.0
130,296.0
131,116.0
132,221.0
133,193.0
134,-6.0
135,210.0
136,546.0
137,436.0
138,191.0
139,173.0
140,258.0
141,269.0
142,133.0
143,174.0
144,206.0
145,514.0
146,737.0
147,122.0
148,469.0
149,738.0
150,300.0
151,340.0
152,253.0
153,366.0
154,-184.0
155,406.0
156,304.0
157,265.0
158,320.0
159,287.0
160,-2.0
161,221.0
162,197.0
163,197.0
164,512.0
165,284.0
166,624.0
167,81.0
168,642.0
169,640.0
170,318.0
171,411.0
172,494.0
173,683.0
174,414.0
175,553.0
176,196.0
177,424.0
178,394.0
179,817.0
180,511.0
181,433.0
182,508.0
183,755.0
184,688.0
185,741.0
186,501.0
187,633.0
188,439.0
189,420.0
190,211.0
191,222.0
192,374.0
193,458.0
194,-80.0
195,579.0
196,694.0
197,690.0
198,264.0
199,564.0
200,652.0
201,840.0
202,1006.0
203,735.0
204,592.0
205,529.0
206,518.0
207,70.0
208,330.0
209,514.0
210,599.0
211,188.0
212,164.0
213,424.0
214,326.0
215,662.0
216,601.0
217,567.0
218,286.0
219,637.0
220,818.0
221,445.0
222,195.0
223,571.0
224,414.0
225,691.0
226,385.0
227,416.0
228,508.0
229,385.0
230,610.0
231,452.0
232,427.0
233,522.0
234,558.0
235,582.0
236,733.0
237,591.0
238,399.0
239,448.0
240,694.0
241,354.0
242,677.0
243,299.0
244,888.0
245,421.0
246,220.0
247,779.0
248,644.0
249,838.0
250,622.0
