ts_iso,pps_actual,current_replicas,desired_replicas,dqn_action,scale_executed
2026-05-17T00:27:23+00:00,0.0,1,1,hold,False
2026-05-17T00:27:28+00:00,0.0,1,1,hold,False
2026-05-17T00:27:33+00:00,0.0,1,1,hold,False
2026-05-17T00:27:38+00:00,0.0,1,1,hold,False
2026-05-17T00:27:43+00:00,0.0,1,1,hold,False
2026-05-17T00:27:48+00:00,0.0,1,1,hold,False
2026-05-17T00:27:53+00:00,0.0,1,1,hold,False
2026-05-17T00:27:58+00:00,0.0,1,1,hold,False
2026-05-17T00:28:03+00:00,121.56,1,1,hold,False
2026-05-17T00:28:08+00:00,329.95,1,1,hold,False
2026-05-17T00:28:13+00:00,538.28,1,1,hold,False
2026-05-17T00:28:18+00:00,746.43,1,1,hold,False
2026-05-17T00:28:23+00:00,954.96,1,1,hold,False
2026-05-17T00:28:28+00:00,1041.76,1,1,hold,False
2026-05-17T00:28:33+00:00,1041.64,1,1,hold,False
2026-05-17T00:28:38+00:00,1041.68,1,1,hold,False
2026-05-17T00:28:43+00:00,1041.84,1,1,hold,False
2026-05-17T00:28:48+00:00,1041.64,1,1,hold,False
2026-05-17T00:28:53+00:00,1041.6,1,1,hold,False
2026-05-17T00:28:58+00:00,1041.68,1,1,hold,False
2026-05-17T00:29:03+00:00,920.53,1,1,hold,False
2026-05-17T00:29:08+00:00,712.28,1,1,hold,False
2026-05-17T00:29:13+00:00,504.0,1,1,hold,False
2026-05-17T00:29:18+00:00,295.65,1,1,hold,False
2026-05-17T00:29:23+00:00,87.28,1,1,hold,False
2026-05-17T00:29:28+00:00,0.0,1,1,hold,False
2026-05-17T00:29:33+00:00,0.0,1,1,hold,False
2026-05-17T00:29:38+00:00,0.0,1,1,hold,False
2026-05-17T00:29:43+00:00,0.0,1,1,hold,False
2026-05-17T00:29:48+00:00,450.44,1,1,hold,False
2026-05-17T00:29:53+00:00,1283.64,1,1,hold,False
2026-05-17T00:29:58+00:00,2117.04,1,2,scale up,True
2026-05-17T00:30:03+00:00,2664.45,2,2,hold,False
2026-05-17T00:30:08+00:00,2664.45,2,2,hold,False
2026-05-17T00:30:13+00:00,3574.67,2,3,hold,False
2026-05-17T00:30:18+00:00,3413.11,2,3,hold,False
2026-05-17T00:30:23+00:00,3268.05,2,3,hold,False
2026-05-17T00:30:28+00:00,3413.78,2,3,scale up,True
2026-05-17T00:30:33+00:00,4119.07,3,3,hold,False
2026-05-17T00:30:38+00:00,3652.68,3,3,hold,False
2026-05-17T00:30:43+00:00,2819.44,3,2,hold,False
2026-05-17T00:30:48+00:00,3721.31,3,3,hold,False
2026-05-17T00:30:53+00:00,3596.23,3,3,hold,False
2026-05-17T00:30:58+00:00,3448.51,3,3,hold,False
2026-05-17T00:31:03+00:00,3997.38,3,3,hold,False
2026-05-17T00:31:08+00:00,4166.88,3,3,hold,False
2026-05-17T00:31:13+00:00,4166.84,3,3,hold,False
2026-05-17T00:31:18+00:00,4166.64,3,3,hold,False
2026-05-17T00:31:23+00:00,4166.68,3,3,hold,False
2026-05-17T00:31:28+00:00,4166.4,3,3,hold,False
2026-05-17T00:31:33+00:00,4166.68,3,3,hold,False
2026-05-17T00:31:38+00:00,4166.68,3,3,hold,False
2026-05-17T00:31:43+00:00,4167.0,3,3,hold,False
2026-05-17T00:31:48+00:00,4167.0,3,3,hold,False
2026-05-17T00:31:53+00:00,3677.16,3,3,hold,False
2026-05-17T00:31:58+00:00,2010.4,3,2,scale down,True
2026-05-17T00:32:03+00:00,1177.12,2,1,hold,False
2026-05-17T00:32:08+00:00,343.44,2,1,hold,False
2026-05-17T00:32:13+00:00,0.15,2,1,hold,False
2026-05-17T00:32:18+00:00,0.16,2,1,hold,False
2026-05-17T00:32:23+00:00,0.08,2,1,hold,False
2026-05-17T00:32:28+00:00,0.04,2,1,scale down,True
2026-05-17T00:32:33+00:00,0.04,1,1,hold,False
2026-05-17T00:32:38+00:00,0.0,1,1,hold,False
2026-05-17T00:32:43+00:00,0.0,1,1,hold,False
2026-05-17T00:32:48+00:00,0.0,1,1,hold,False
2026-05-17T00:32:53+00:00,0.0,1,1,hold,False
2026-05-17T00:32:58+00:00,0.0,1,1,hold,False
2026-05-17T00:33:03+00:00,0.0,1,1,hold,False
2026-05-17T00:33:08+00:00,0.0,1,1,hold,False
2026-05-17T00:33:13+00:00,0.0,1,1,hold,False
2026-05-17T00:33:18+00:00,0.0,1,1,hold,False
2026-05-17T00:33:23+00:00,0.0,1,1,hold,False
2026-05-17T00:33:28+00:00,0.0,1,1,hold,False
2026-05-17T00:33:33+00:00,0.04,1,1,hold,False
2026-05-17T00:33:38+00:00,0.04,1,1,hold,False
2026-05-17T00:33:43+00:00,0.04,1,1,hold,False
2026-05-17T00:33:48+00:00,0.04,1,1,hold,False
2026-05-17T00:33:53+00:00,0.04,1,1,hold,False
2026-05-17T00:33:58+00:00,0.0,1,1,hold,False
2026-05-17T00:34:03+00:00,0.0,1,1,hold,False
2026-05-17T00:34:08+00:00,0.0,1,1,hold,False
2026-05-17T00:34:13+00:00,0.0,1,1,hold,False
2026-05-17T00:34:18+00:00,0.0,1,1,hold,False
2026-05-17T00:34:23+00:00,0.0,1,1,hold,False
2026-05-17T00:34:28+00:00,0.0,1,1,hold,False
2026-05-17T00:34:33+00:00,0.0,1,1,hold,False
2026-05-17T00:34:38+00:00,0.0,1,1,hold,False
2026-05-17T00:34:43+00:00,0.0,1,1,hold,False
2026-05-17T00:34:48+00:00,0.0,1,1,hold,False
2026-05-17T00:34:53+00:00,0.0,1,1,hold,False
2026-05-17T00:34:58+00:00,0.0,1,1,hold,False
2026-05-17T00:35:03+00:00,0.0,1,1,hold,False
2026-05-17T00:35:08+00:00,0.0,1,1,hold,False
2026-05-17T00:35:13+00:00,0.0,1,1,hold,False
2026-05-17T00:35:18+00:00,0.0,1,1,hold,False
2026-05-17T00:35:23+00:00,0.0,1,1,hold,False
2026-05-17T00:35:28+00:00,0.0,1,1,hold,False
2026-05-17T00:35:33+00:00,0.0,1,1,hold,False
2026-05-17T00:35:38+00:00,0.0,1,1,hold,False
2026-05-17T00:35:43+00:00,0.0,1,1,hold,False
2026-05-17T00:35:48+00:00,0.0,1,1,hold,False
2026-05-17T00:35:53+00:00,0.0,1,1,hold,False
2026-05-17T00:35:58+00:00,0.0,1,1,hold,False
2026-05-17T00:36:03+00:00,0.0,1,1,hold,False
2026-05-17T00:36:08+00:00,0.0,1,1,hold,False
2026-05-17T00:36:13+00:00,0.0,1,1,hold,False
2026-05-17T00:36:18+00:00,0.0,1,1,hold,False
