ts_iso,pps_actual,current_replicas,desired_replicas,dqn_action,scale_executed
2026-05-17T11:50:52+00:00,0.0,1,1,hold,False
2026-05-17T11:50:57+00:00,0.0,1,1,hold,False
2026-05-17T11:51:02+00:00,0.0,1,1,hold,False
2026-05-17T11:51:07+00:00,0.0,1,1,hold,False
2026-05-17T11:51:12+00:00,0.0,1,1,hold,False
2026-05-17T11:51:17+00:00,0.0,1,1,hold,False
2026-05-17T11:51:22+00:00,0.0,1,1,hold,False
2026-05-17T11:51:27+00:00,0.0,1,1,hold,False
2026-05-17T11:51:32+00:00,92.4,1,1,hold,False
2026-05-17T11:51:37+00:00,300.68,1,1,hold,False
2026-05-17T11:51:42+00:00,509.1,1,1,hold,False
2026-05-17T11:51:47+00:00,717.46,1,1,hold,False
2026-05-17T11:51:52+00:00,925.8,1,1,hold,False
2026-05-17T11:51:57+00:00,1041.8,1,1,hold,False
2026-05-17T11:52:02+00:00,1041.63,1,1,hold,False
2026-05-17T11:52:07+00:00,1041.76,1,1,hold,False
2026-05-17T11:52:12+00:00,1041.64,1,1,hold,False
2026-05-17T11:52:17+00:00,1041.68,1,1,hold,False
2026-05-17T11:52:22+00:00,1041.56,1,1,hold,False
2026-05-17T11:52:27+00:00,1041.85,1,1,hold,False
2026-05-17T11:52:32+00:00,949.8,1,1,hold,False
2026-05-17T11:52:37+00:00,741.53,1,1,hold,False
2026-05-17T11:52:42+00:00,533.16,1,1,hold,False
2026-05-17T11:52:47+00:00,324.84,1,1,hold,False
2026-05-17T11:52:52+00:00,116.44,1,1,hold,False
2026-05-17T11:52:57+00:00,0.0,1,1,hold,False
2026-05-17T11:53:02+00:00,0.0,1,1,hold,False
2026-05-17T11:53:07+00:00,0.0,1,1,hold,False
2026-05-17T11:53:12+00:00,0.0,1,1,hold,False
2026-05-17T11:53:17+00:00,328.92,1,1,hold,False
2026-05-17T11:53:22+00:00,1162.24,1,1,hold,False
2026-05-17T11:53:27+00:00,1995.32,1,2,scale up,True
2026-05-17T11:53:32+00:00,0.0,2,1,hold,False
2026-05-17T11:53:37+00:00,2581.2,2,3,hold,False
2026-05-17T11:53:42+00:00,3503.79,2,3,hold,False
2026-05-17T11:53:47+00:00,3361.01,2,3,hold,False
2026-05-17T11:53:52+00:00,3249.16,2,3,hold,False
2026-05-17T11:53:57+00:00,3337.33,2,3,scale up,True
2026-05-17T11:54:02+00:00,4085.75,3,3,hold,False
2026-05-17T11:54:07+00:00,3252.8,3,3,hold,False
2026-05-17T11:54:12+00:00,2419.48,3,2,hold,False
2026-05-17T11:54:17+00:00,3252.84,3,3,hold,False
2026-05-17T11:54:22+00:00,3115.78,3,3,hold,False
2026-05-17T11:54:27+00:00,3060.86,3,3,hold,False
2026-05-17T11:54:32+00:00,4166.85,3,4,scale up,True
2026-05-17T11:54:37+00:00,4166.12,4,3,hold,False
2026-05-17T11:54:42+00:00,3796.84,4,3,hold,False
2026-05-17T11:54:47+00:00,4008.08,4,3,hold,False
2026-05-17T11:54:52+00:00,3867.62,4,3,hold,False
2026-05-17T11:54:57+00:00,3734.52,4,3,hold,False
2026-05-17T11:55:02+00:00,3588.03,4,3,hold,False
2026-05-17T11:55:07+00:00,4115.38,4,3,scale down,True
2026-05-17T11:55:12+00:00,4164.12,3,3,hold,False
2026-05-17T11:55:17+00:00,4163.55,3,3,hold,False
2026-05-17T11:55:22+00:00,3114.14,3,3,hold,False
2026-05-17T11:55:27+00:00,2421.71,3,2,hold,False
2026-05-17T11:55:32+00:00,1726.98,3,2,hold,False
2026-05-17T11:55:37+00:00,0.0,3,2,hold,False
2026-05-17T11:55:42+00:00,0.0,3,3,hold,False
2026-05-17T11:55:47+00:00,0.0,3,3,hold,False
2026-05-17T11:55:52+00:00,0.0,3,3,hold,False
2026-05-17T11:55:57+00:00,0.0,3,3,hold,False
2026-05-17T11:56:02+00:00,0.0,3,3,hold,False
2026-05-17T11:56:07+00:00,0.0,3,3,hold,False
2026-05-17T11:56:12+00:00,0.0,3,3,hold,False
2026-05-17T11:56:17+00:00,0.0,3,3,hold,False
2026-05-17T11:56:22+00:00,0.0,3,3,hold,False
2026-05-17T11:56:27+00:00,0.0,3,3,hold,False
2026-05-17T11:56:32+00:00,0.0,3,3,hold,False
2026-05-17T11:56:37+00:00,0.0,3,3,hold,False
2026-05-17T11:56:42+00:00,0.0,3,3,hold,False
2026-05-17T11:56:47+00:00,0.0,3,3,hold,False
2026-05-17T11:56:52+00:00,0.0,3,3,hold,False
2026-05-17T11:56:57+00:00,0.0,3,3,hold,False
2026-05-17T11:57:02+00:00,0.0,3,3,hold,False
2026-05-17T11:57:07+00:00,0.0,3,3,hold,False
2026-05-17T11:57:12+00:00,0.0,3,3,hold,False
2026-05-17T11:57:17+00:00,0.0,3,3,hold,False
2026-05-17T11:57:22+00:00,0.0,3,3,hold,False
2026-05-17T11:57:27+00:00,0.0,3,3,hold,False
2026-05-17T11:57:32+00:00,0.0,3,3,hold,False
2026-05-17T11:57:37+00:00,0.0,3,3,hold,False
2026-05-17T11:57:42+00:00,0.0,3,3,hold,False
2026-05-17T11:57:47+00:00,0.0,3,3,hold,False
2026-05-17T11:57:52+00:00,0.0,3,3,hold,False
2026-05-17T11:57:57+00:00,0.0,3,3,hold,False
